,city,city_ascii,lat,lng,pop,country,iso2,iso3,province,Clean_City,Clean_Code
0,Qal eh-ye Now,Qal eh-ye,34.98300013,63.13329964,2997.0,Afghanistan,AF,AFG,Badghis,QAL EHYE,AF
1,Chaghcharan,Chaghcharan,34.5167011,65.25000063,15000.0,Afghanistan,AF,AFG,Ghor,CHAGHCHARAN,AF
2,Lashkar Gah,Lashkar Gah,31.58299802,64.35999955,201546.0,Afghanistan,AF,AFG,Hilmand,LASHKAR GAH,AF
3,Zaranj,Zaranj,31.11200108,61.88699752,49851.0,Afghanistan,AF,AFG,Nimroz,ZARANJ,AF
4,Tarin Kowt,Tarin Kowt,32.63329815,65.86669865,10000.0,Afghanistan,AF,AFG,Uruzgan,TARIN KOWT,AF
5,Zareh Sharan,Zareh Sharan,32.85000016,68.41670453,13737.0,Afghanistan,AF,AFG,Paktika,ZAREH SHARAN,AF
6,Asadabad,Asadabad,34.86600004,71.15000459,48400.0,Afghanistan,AF,AFG,Kunar,ASADABAD,AF
7,Taloqan,Taloqan,36.72999904,69.54000364,64256.0,Afghanistan,AF,AFG,Takhar,TALOQAN,AF
8,Mahmud-E Eraqi,Mahmud-E Eraqi,35.01669608,69.33330065,7407.0,Afghanistan,AF,AFG,Kapisa,MAHMUDE ERAQI,AF
9,Mehtar Lam,Mehtar Lam,34.65000001,70.16670052,17345.0,Afghanistan,AF,AFG,Laghman,MEHTAR LAM,AF
10,Baraki Barak,Baraki Barak,33.9667021,68.96670354,22305.0,Afghanistan,AF,AFG,Logar,BARAKI BARAK,AF
11,Aybak,Aybak,36.26100015,68.04000051,24000.0,Afghanistan,AF,AFG,Samangan,AYBAK,AF
12,Mayda Shahr,Mayda Shahr,34.45000209,68.79999663,35008.0,Afghanistan,AF,AFG,Wardak,MAYDA SHAHR,AF
13,Karokh,Karokh,34.48676963,62.59177608,14388.5,Afghanistan,AF,AFG,Hirat,KAROKH,AF
14,Sheberghan,Sheberghan,36.65798077,65.73830237,74441.0,Afghanistan,AF,AFG,Jawzjan,SHEBERGHAN,AF
15,Pol-e Khomri,Pol-e Khomri,35.95107302,68.70111894,41029.0,Afghanistan,AF,AFG,Baghlan,POLE KHOMRI,AF
16,Balkh,Balkh,36.75011985,66.89973018,147426.0,Afghanistan,AF,AFG,Balkh,BALKH,AF
17,Meymaneh,Meymaneh,35.93022158,64.77009273,199795.0,Afghanistan,AF,AFG,Faryab,MEYMANEH,AF
18,Andkhvoy,Andkhvoy,36.93165916,65.10149369,50469.0,Afghanistan,AF,AFG,Faryab,ANDKHVOY,AF
19,Qalat,Qalat,32.11226341,66.8867594,12191.0,Afghanistan,AF,AFG,Zabul,QALAT,AF
20,Ghazni,Ghazni,33.56331179,68.41782873,129892.5,Afghanistan,AF,AFG,Ghazni,GHAZNI,AF
21,Feyzabad,Feyzabad,37.12976076,70.57924719,52490.0,Afghanistan,AF,AFG,Badakhshan,FEYZABAD,AF
22,Kondoz,Kondoz,36.72795066,68.87252966,210855.5,Afghanistan,AF,AFG,Kunduz,KONDOZ,AF
23,Jalalabad,Jalalabad,34.44152692,70.43610347,401697.0,Afghanistan,AF,AFG,Nangarhar,JALALABAD,AF
24,Charikar,Charikar,35.01826174,69.16791215,53676.0,Afghanistan,AF,AFG,Parwan,CHARIKAR,AF
25,Gardiz,Gardiz,33.60005373,69.21462764,82680.5,Afghanistan,AF,AFG,Paktya,GARDIZ,AF
26,Bamian,Bamian,34.82106447,67.52103593,61863.0,Afghanistan,AF,AFG,Bamyan,BAMIAN,AF
27,Baghlan,Baghlan,36.13933026,68.69925858,163598.5,Afghanistan,AF,AFG,Baghlan,BAGHLAN,AF
28,Farah,Farah,32.39172955,62.09681921,58604.0,Afghanistan,AF,AFG,Farah,FARAH,AF
29,Herat,Herat,34.33000917,62.16999304,439232.5,Afghanistan,AF,AFG,Hirat,HERAT,AF
30,Mazar-e Sharif,Mazar-e Sharif,36.69999371,67.10002803,365432.5,Afghanistan,AF,AFG,Balkh,MAZARE SHARIF,AF
31,Kandahar,Kandahar,31.61002016,65.69494584,613871.0,Afghanistan,AF,AFG,Kandahar,KANDAHAR,AF
32,Kabul,Kabul,34.51669029,69.18326005,3160266.0,Afghanistan,AF,AFG,Kabul,KABUL,AF
33,Mariehamn,Mariehamn,60.09699618,19.94900447,10682.0,Aland,AX,ALD,Finström,MARIEHAMN,AX
34,Kruje,Kruje,41.51899817,19.79700359,21286.0,Albania,AL,ALB,Durrës,KRUJE,AL
35,Fier,Fier,40.73000402,19.5730026,69747.5,Albania,AL,ALB,Fier,FIER,AL
36,Lushnje,Lushnje,40.94000113,19.71600348,41469.0,Albania,AL,ALB,Fier,LUSHNJE,AL
37,Puke,Puke,42.03330302,19.88330448,6495.0,Albania,AL,ALB,Shkodër,PUKE,AL
38,Bajram Curri,Bajram Curri,42.33330007,20.08330257,7967.0,Albania,AL,ALB,Kukës,BAJRAM CURRI,AL
39,Kukes,Kukes,42.08300107,20.43399653,17832.0,Albania,AL,ALB,Kukës,KUKES,AL
40,Sarande,Sarande,39.87700212,19.99999859,15147.0,Albania,AL,ALB,Vlorë,SARANDE,AL
41,Erseke,Erseke,40.33330213,20.68329651,7890.0,Albania,AL,ALB,Korçë,ERSEKE,AL
42,Pogradec,Pogradec,40.89999612,20.66400062,35000.0,Albania,AL,ALB,Korçë,POGRADEC,AL
43,Korce,Korce,40.61667601,20.76666353,58259.0,Albania,AL,ALB,Korçë,KORCE,AL
44,Berat,Berat,40.70999705,19.97199958,46866.0,Albania,AL,ALB,Berat,BERAT,AL
45,Corovode,Corovode,40.51670403,20.23329663,14046.0,Albania,AL,ALB,Berat,COROVODE,AL
46,Gramsh,Gramsh,40.86669601,20.19999652,11556.0,Albania,AL,ALB,Elbasan,GRAMSH,AL
47,Librazhd,Librazhd,41.20000211,20.3667036,12691.0,Albania,AL,ALB,Elbasan,LIBRAZHD,AL
48,Tepelene,Tepelene,40.2832981,20.03329854,11955.0,Albania,AL,ALB,Gjirokastër,TEPELENE,AL
49,Permet,Permet,40.23399605,20.35199756,10686.0,Albania,AL,ALB,Gjirokastër,PERMET,AL
50,Gjirokaster,Gjirokaster,40.07899809,20.14900256,23437.0,Albania,AL,ALB,Gjirokastër,GJIROKASTER,AL
51,Peshkopi,Peshkopi,41.6833021,20.43330349,14848.0,Albania,AL,ALB,Dibër,PESHKOPI,AL
52,Burrel,Burrel,41.62599908,20.01600053,15405.0,Albania,AL,ALB,Dibër,BURREL,AL
53,Lezhe,Lezhe,41.78799914,19.65400254,18695.0,Albania,AL,ALB,Lezhë,LEZHE,AL
54,Rreshen,Rreshen,41.78330106,19.81670459,10064.0,Albania,AL,ALB,Lezhë,RRESHEN,AL
55,Vlore,Vlore,40.47736005,19.49823075,89508.5,Albania,AL,ALB,Vlorë,VLORE,AL
56,Elbasan,Elbasan,41.12150677,20.08382808,132956.5,Albania,AL,ALB,Elbasan,ELBASAN,AL
57,Durres,Durres,41.3177997,19.44820797,132233.0,Albania,AL,ALB,Durrës,DURRES,AL
58,Shkoder,Shkoder,42.06845156,19.51884965,122006.0,Albania,AL,ALB,Shkodër,SHKODER,AL
59,Tirana,Tirana,41.32754071,19.81888301,658318.0,Albania,AL,ALB,Durrës,TIRANA,AL
60,Jijel,Jijel,36.82199703,5.76600356,148000.0,Algeria,DZ,DZA,Jijel,JIJEL,DZ
61,Tizi-Ouzou,Tizi-Ouzou,36.80000111,4.033332556,144000.0,Algeria,DZ,DZA,Tizi Ouzou,TIZIOUZOU,DZ
62,Bordj Bou Arreridj,Bordj Bou Arreridj,36.05900401,4.629996466,134500.0,Algeria,DZ,DZA,Bordj Bou Arréridj,BORDJ BOU ARRERIDJ,DZ
63,M'sila,M'sila,35.7000031,4.545000584,125000.0,Algeria,DZ,DZA,M'Sila,MSILA,DZ
64,Guelma,Guelma,36.46600213,7.427997486,123590.0,Algeria,DZ,DZA,Guelma,GUELMA,DZ
65,Oum el Bouaghi,Oum el Bouaghi,35.84999715,7.149996522,100821.0,Algeria,DZ,DZA,Oum el Bouaghi,OUM EL BOUAGHI,DZ
66,Timimoun,Timimoun,29.23652163,0.269998737,26568.0,Algeria,DZ,DZA,Adrar,TIMIMOUN,DZ
67,Sidi bel Abbes,Sidi bel Abbes,35.19034426,-0.639971559,200186.5,Algeria,DZ,DZA,Sidi Bel Abbès,SIDI BEL ABBES,DZ
68,Tlimcen,Tlimcen,34.89041424,-1.32000757,181059.0,Algeria,DZ,DZA,Tlemcen,TLIMCEN,DZ
69,Beni Ounif,Beni Ounif,32.04926984,-1.251381268,5628.0,Algeria,DZ,DZA,Béchar,BENI OUNIF,DZ
70,Abadla,Abadla,31.01708478,-2.733306317,14364.0,Algeria,DZ,DZA,Béchar,ABADLA,DZ
71,Sefra,Sefra,32.76041506,-0.579949383,51118.0,Algeria,DZ,DZA,Naâma,SEFRA,DZ
72,Skikda,Skikda,36.88042198,6.899981647,193941.5,Algeria,DZ,DZA,Skikda,SKIKDA,DZ
73,Djanet,Djanet,24.5529057,9.482252969,666.0,Algeria,DZ,DZA,Illizi,DJANET,DZ
74,I-n-Amenas,I-n-Amenas,28.0503408,9.550000772,216.0,Algeria,DZ,DZA,Illizi,INAMENAS,DZ
75,In Amguel,In Amguel,23.69394004,5.164738727,3030.0,Algeria,DZ,DZA,Tamanghasset,IN AMGUEL,DZ
76,El Bayadh,El Bayadh,33.6903583,1.009953571,67413.0,Algeria,DZ,DZA,El Bayadh,EL BAYADH,DZ
77,El Oued,El Oued,33.37040367,6.859984089,177497.0,Algeria,DZ,DZA,Biskra,EL OUED,DZ
78,Hassi Messaoud,Hassi Messaoud,31.70234011,6.054451862,18124.0,Algeria,DZ,DZA,Ouargla,HASSI MESSAOUD,DZ
79,Chlef,Chlef,36.17041363,1.319960489,449167.0,Algeria,DZ,DZA,Chlef,CHLEF,DZ
80,Mascara,Mascara,35.40040895,0.14003251,108230.0,Algeria,DZ,DZA,Mascara,MASCARA,DZ
81,Mostaganem,Mostaganem,35.940376,0.089983885,159177.0,Algeria,DZ,DZA,Mostaganem,MOSTAGANEM,DZ
82,Saida,Saida,34.84039146,0.14003251,134855.0,Algeria,DZ,DZA,Saïda,SAIDA,DZ
83,Tiarat,Tiarat,35.38043601,1.319960489,184195.0,Algeria,DZ,DZA,Tiaret,TIARAT,DZ
84,Bejaia,Bejaia,36.76037762,5.070015827,274520.0,Algeria,DZ,DZA,Béjaïa,BEJAIA,DZ
85,Blida,Blida,36.4203467,2.829997517,388174.0,Algeria,DZ,DZA,Blida,BLIDA,DZ
86,Bouira,Bouira,36.38047833,3.900009724,110144.0,Algeria,DZ,DZA,Bouira,BOUIRA,DZ
87,Medea,Medea,36.27040753,2.770001179,145863.5,Algeria,DZ,DZA,Médéa,MEDEA,DZ
88,Souk Ahras,Souk Ahras,36.29038047,7.949995075,134947.0,Algeria,DZ,DZA,Souk Ahras,SOUK AHRAS,DZ
89,Tebessa,Tebessa,35.41043418,8.120010537,171742.0,Algeria,DZ,DZA,Tébessa,TEBESSA,DZ
90,Adrar,Adrar,27.86999005,-0.289967083,56910.0,Algeria,DZ,DZA,Adrar,ADRAR,DZ
91,Reggane,Reggane,26.69998395,0.166645873,22351.5,Algeria,DZ,DZA,Adrar,REGGANE,DZ
92,Bechar,Bechar,31.61110537,-2.230003704,142415.5,Algeria,DZ,DZA,Béchar,BECHAR,DZ
93,Tindouf,Tindouf,27.67418805,-8.147782025,18270.0,Algeria,DZ,DZA,Tindouf,TINDOUF,DZ
94,Illizi,Illizi,26.48335634,8.466604369,7293.0,Algeria,DZ,DZA,Illizi,ILLIZI,DZ
95,Arak,Arak,25.2799931,3.749993041,423251.0,Algeria,DZ,DZA,Tamanghasset,ARAK,DZ
96,I-n-Salah,I-n-Salah,27.21664492,2.466608845,28632.0,Algeria,DZ,DZA,Tamanghasset,INSALAH,DZ
97,El Golea,El Golea,30.56662132,2.883327595,32049.0,Algeria,DZ,DZA,Ghardaïa,EL GOLEA,DZ
98,Laghouat,Laghouat,33.80998924,2.880020303,108279.0,Algeria,DZ,DZA,Laghouat,LAGHOUAT,DZ
99,Touggourt,Touggourt,33.0999809,6.05998124,91499.0,Algeria,DZ,DZA,Ouargla,TOUGGOURT,DZ
100,Ouargla,Ouargla,31.96997235,5.340025186,176271.0,Algeria,DZ,DZA,Ouargla,OUARGLA,DZ
101,Biskra,Biskra,34.85997683,5.73002722,202103.0,Algeria,DZ,DZA,Biskra,BISKRA,DZ
102,Djelfa,Djelfa,34.67998781,3.250023558,170901.0,Algeria,DZ,DZA,Djelfa,DJELFA,DZ
103,Setif,Setif,36.18002545,5.399969847,274744.0,Algeria,DZ,DZA,Sétif,SETIF,DZ
104,Batna,Batna,35.56995933,6.170000365,269467.0,Algeria,DZ,DZA,Batna,BATNA,DZ
105,Annaba,Annaba,36.92000612,7.759980834,355047.0,Algeria,DZ,DZA,Annaba,ANNABA,DZ
106,Constantine,Constantine,36.35998863,6.599948281,527638.0,Algeria,DZ,DZA,Constantine,CONSTANTINE,DZ
107,Oran,Oran,35.71000246,-0.61997278,721992.0,Algeria,DZ,DZA,Oran,ORAN,DZ
108,Tamanrasset,Tamanrasset,22.78500327,5.522804727,71808.0,Algeria,DZ,DZA,Tamanghasset,TAMANRASSET,DZ
109,Ghardaia,Ghardaia,32.48999229,3.669997923,125480.0,Algeria,DZ,DZA,Ghardaïa,GHARDAIA,DZ
110,Algiers,Algiers,36.7630648,3.05055253,2665831.5,Algeria,DZ,DZA,Alger,ALGIERS,DZ
111,Pago Pago,Pago Pago,-14.2766105,-170.7066451,12038.0,American Samoa,AS,ASM,,PAGO PAGO,AS
112,Andorra,Andorra,42.50000144,1.516485961,38127.0,Andorra,AD,AND,,ANDORRA,AD
113,Mucusso,Mucusso,-18.01953449,21.42999914,100.0,Angola,AO,AGO,Cuando Cubango,MUCUSSO,AO
114,Lucapa,Lucapa,-8.419603659,20.74001542,25578.0,Angola,AO,AGO,Lunda Norte,LUCAPA,AO
115,Capenda-Camulemba,Capenda-Camulemba,-9.4195943,18.43002722,79842.5,Angola,AO,AGO,Lunda Norte,CAPENDACAMULEMBA,AO
116,Saurimo,Saurimo,-9.659579652,20.39001094,40907.0,Angola,AO,AGO,Lunda Sul,SAURIMO,AO
117,Muconda,Muconda,-10.59962563,21.31998002,2324.0,Angola,AO,AGO,Lunda Sul,MUCONDA,AO
118,Cacolo,Cacolo,-10.14962726,19.2600024,984.0,Angola,AO,AGO,Lunda Sul,CACOLO,AO
119,Caxito,Caxito,-8.579542217,13.65998246,15665.5,Angola,AO,AGO,Bengo,CAXITO,AO
120,Camabatela,Camabatela,-8.189591859,15.37000728,12731.0,Angola,AO,AGO,Cuanza Norte,CAMABATELA,AO
121,Ndalatando,Ndalatando,-9.299549948,14.90998368,8144.0,Angola,AO,AGO,Cuanza Norte,NDALATANDO,AO
122,Quibala,Quibala,-10.72959186,14.97995357,5248.5,Angola,AO,AGO,Cuanza Sul,QUIBALA,AO
123,Calulo,Calulo,-9.999610577,14.90001013,795.0,Angola,AO,AGO,Cuanza Sul,CALULO,AO
124,Waku Kungo,Waku Kungo,-11.35952757,15.1199967,11519.5,Angola,AO,AGO,Cuanza Sul,WAKU KUNGO,AO
125,Songo,Songo,-7.349591452,14.84998734,10579.0,Angola,AO,AGO,Uíge,SONGO,AO
126,Mbanza-Congo,Mbanza-Congo,-6.269605694,14.23999874,42201.0,Angola,AO,AGO,Zaire,MBANZACONGO,AO
127,Nzeto,Nzeto,-7.229598776,12.86003129,19705.5,Angola,AO,AGO,Zaire,NZETO,AO
128,Soyo,Soyo,-6.129614239,12.36998368,65329.0,Angola,AO,AGO,Zaire,SOYO,AO
129,Cabinda,Cabinda,-5.55962319,12.18999467,78905.5,Angola,AO,AGO,Cabinda,CABINDA,AO
130,Calucinga,Calucinga,-11.31958169,16.19998246,531.0,Angola,AO,AGO,Bié,CALUCINGA,AO
131,Camacupa,Camacupa,-12.01959064,17.46998246,19489.0,Angola,AO,AGO,Bié,CAMACUPA,AO
132,Cubal,Cubal,-13.03958006,14.23999874,4837.0,Angola,AO,AGO,Benguela,CUBAL,AO
133,Mavinga,Mavinga,-15.7895414,20.36003861,30000.0,Angola,AO,AGO,Cuando Cubango,MAVINGA,AO
134,Cuito Caunavale,Cuito Caunavale,-15.15960569,19.16998205,149.0,Angola,AO,AGO,Cuando Cubango,CUITO CAUNAVALE,AO
135,Luiana,Luiana,-17.36954832,22.99998083,150.0,Angola,AO,AGO,Cuando Cubango,LUIANA,AO
136,Ondjiva,Ondjiva,-17.06961831,15.73003699,8748.0,Angola,AO,AGO,Cunene,ONDJIVA,AO
137,Chitado,Chitado,-17.31962889,13.92001827,468.5,Angola,AO,AGO,Cunene,CHITADO,AO
138,Chibemba,Chibemba,-15.74959552,14.0800085,1502.0,Angola,AO,AGO,Huíla,CHIBEMBA,AO
139,Chibia,Chibia,-15.1896297,13.69000647,1411.0,Angola,AO,AGO,Huíla,CHIBIA,AO
140,Quipungo,Quipungo,-14.82954832,14.55000565,186.0,Angola,AO,AGO,Huíla,QUIPUNGO,AO
141,Luau,Luau,-10.7095414,22.23000199,9964.0,Angola,AO,AGO,Moxico,LUAU,AO
142,Cangamba,Cangamba,-13.69959145,19.86001745,1307.0,Angola,AO,AGO,Moxico,CANGAMBA,AO
143,Lumbala Nguimbo,Lumbala Nguimbo,-14.09961871,21.44002437,25.0,Angola,AO,AGO,Moxico,LUMBALA NGUIMBO,AO
144,Cazombo,Cazombo,-11.88957273,22.90003861,298.0,Angola,AO,AGO,Moxico,CAZOMBO,AO
145,Dundo,Dundo,-7.380028871,20.82998409,11985.0,Angola,AO,AGO,Lunda Norte,DUNDO,AO
146,Ambriz,Ambriz,-7.85498696,13.12502803,17000.0,Angola,AO,AGO,Bengo,AMBRIZ,AO
147,Dondo,Dondo,-9.690017071,14.43001298,2353.0,Angola,AO,AGO,Cuanza Norte,DONDO,AO
148,Sumbe,Sumbe,-11.21002765,13.8499967,29638.5,Angola,AO,AGO,Cuanza Sul,SUMBE,AO
149,Uige,Uige,-7.620014222,15.04997514,56787.5,Angola,AO,AGO,Uíge,UIGE,AO
150,Kuito,Kuito,-12.38003375,16.93998897,113955.0,Angola,AO,AGO,Bié,KUITO,AO
151,Lobito,Lobito,-12.37000853,13.54123002,170733.0,Angola,AO,AGO,Benguela,LOBITO,AO
152,Xangongo,Xangongo,-16.74002602,14.96998002,447.0,Angola,AO,AGO,Cunene,XANGONGO,AO
153,Luena,Luena,-11.79004393,19.90001501,17276.5,Angola,AO,AGO,Moxico,LUENA,AO
154,Tômbua,Tombua,-15.80003172,11.85998897,40000.0,Angola,AO,AGO,Namibe,TOMBUA,AO
155,Malanje,Malanje,-9.540000388,16.34002559,106451.0,Angola,AO,AGO,Malanje,MALANJE,AO
156,Benguela,Benguela,-12.57826455,13.40723303,142017.0,Angola,AO,AGO,Benguela,BENGUELA,AO
157,Lubango,Lubango,-14.91000853,13.49001868,114086.5,Angola,AO,AGO,Huíla,LUBANGO,AO
158,Namibe,Namibe,-15.19004311,12.16002234,128130.5,Angola,AO,AGO,Namibe,NAMIBE,AO
159,Menongue,Menongue,-14.66661253,17.69999426,13030.0,Angola,AO,AGO,Cuando Cubango,MENONGUE,AO
160,Huambo,Huambo,-12.74998533,15.76000932,986000.0,Angola,AO,AGO,Huambo,HUAMBO,AO
161,Luanda,Luanda,-8.838286114,13.23442704,3562086.0,Angola,AO,AGO,Luanda,LUANDA,AO
162,Artigas Base,Artigas Base,-62.17388669,-58.86386407,34.5,Antarctica,AQ,ATA,,ARTIGAS BASE,AQ
163,Capitan Arturo Prat Station,Capitan Arturo Prat Station,-62.49950682,-59.68331852,41.0,Antarctica,AQ,ATA,,CAPITAN ARTURO PRAT STATION,AQ
164,Marambio Station,Vicecomodoro Marambio Station,-64.23288939,-56.6500153,102.5,Antarctica,AQ,ATA,,VICECOMODORO MARAMBIO STATION,AQ
165,Zucchelli Station,Terra Nova Bay,-74.61919259,164.2190271,60.0,Antarctica,AQ,ATA,,TERRA NOVA BAY,AQ
166,Rothera Station,Rothera Station,-67.5647756,-68.12354055,76.0,Antarctica,AQ,ATA,,ROTHERA STATION,AQ
167,Palmer Station,Palmer Station,-64.76241335,-64.0468756,30.5,Antarctica,AQ,ATA,,PALMER STATION,AQ
168,Base Presidente Montalva,Teniente Rodolfo Marsh Station,-62.18274357,-58.90765233,115.0,Antarctica,AQ,ATA,,TENIENTE RODOLFO MARSH STATION,AQ
169,Carlini Station,Teniente Jubany Station,-62.22414386,-58.65047599,40.0,Antarctica,AQ,ATA,,TENIENTE JUBANY STATION,AQ
170,King Sejong Station,King Sejong Station,-62.2248534,-58.77159876,53.5,Antarctica,AQ,ATA,,KING SEJONG STATION,AQ
171,Great Wall Station,Great Wall Station,-62.21631997,-58.9666956,26.0,Antarctica,AQ,ATA,,GREAT WALL STATION,AQ
172,Escudero Base,Escudero Station,-62.19496251,-58.95266582,20.0,Antarctica,AQ,ATA,,ESCUDERO STATION,AQ
173,Elephant Island,"Elephant Island, South Shetland Islands",-61.99958901,-57.99998458,3.0,Antarctica,AQ,ATA,,ELEPHANT ISLAND SOUTH SHETLAND ISLANDS,AQ
174,Scott Base,Scott Base,-77.84693819,166.7491023,49.5,Antarctica,AQ,ATA,,SCOTT BASE,AQ
175,McMurdo Station,McMurdo Station,-77.73228239,166.8694157,600.0,Antarctica,AQ,ATA,,MCMURDO STATION,AQ
176,Zhongshan Station,Zhongshan Station,-69.43406299,76.33929808,42.5,Antarctica,AQ,ATA,,ZHONGSHAN STATION,AQ
177,Vostok,Vostok,-78.46628416,106.8000337,19.0,Antarctica,AQ,ATA,,VOSTOK,AQ
178,Peter I Island,Peter I Island,-68.83286701,90.49999508,0.5,Antarctica,AQ,ATA,,PETER I ISLAND,AQ
179,Mirny Station,Mirny Station,-66.57552952,93.00628846,114.5,Antarctica,AQ,ATA,,MIRNY STATION,AQ
180,Mawson Station,Mawson Station,-67.61452032,62.87500073,40.0,Antarctica,AQ,ATA,,MAWSON STATION,AQ
181,Davis Station,Davis Station,-68.77767439,78.14073509,45.0,Antarctica,AQ,ATA,,DAVIS STATION,AQ
182,Concordia Research Station,Concordia Research Station,-74.66630939,124.1670357,15.0,Antarctica,AQ,ATA,,CONCORDIA RESEARCH STATION,AQ
183,Casey Station,Casey Station,-66.28608614,110.536214,125.0,Antarctica,AQ,ATA,,CASEY STATION,AQ
184,Amundsen–Scott South Pole Station,Amundsen–Scott South Pole Station,-89.98289386,139.2669926,125.0,Antarctica,AQ,ATA,,AMUNDSEN SCOTT SOUTH POLE STATION,AQ
185,Wasa Station,Wasa Station,-73.0496122,-13.41671106,5.0,Antarctica,AQ,ATA,,WASA STATION,AQ
186,Troll Station,Troll Station,-72.01629026,2.533323119,25.5,Antarctica,AQ,ATA,,TROLL STATION,AQ
187,Svea Station,Svea Station,-74.58290363,-11.21669031,5.0,Antarctica,AQ,ATA,,SVEA STATION,AQ
188,Novolazarevskaya Station,Novolazarevskaya Station,-71.30123475,-11.8502129,35.0,Antarctica,AQ,ATA,,NOVOLAZAREVSKAYA STATION,AQ
189,Neumayer Station III,Neumayer,-70.89039668,-7.838438004,40.0,Antarctica,AQ,ATA,,NEUMAYER,AQ
190,Maitri Station,Maitri Station,-70.7821796,11.7304584,33.0,Antarctica,AQ,ATA,,MAITRI STATION,AQ
191,Halley Station,Halley Station,-76.09226319,-26.4741567,43.0,Antarctica,AQ,ATA,,HALLEY STATION,AQ
192,Belgrano Station,General Belgrano Station,-77.86632078,-34.61668319,57.0,Antarctica,AQ,ATA,,GENERAL BELGRANO STATION,AQ
193,Camp Sobral,Doctor Sobral,-81.17908472,-40.50153152,20.0,Antarctica,AQ,ATA,,DOCTOR SOBRAL,AQ
194,Aboa Station,Aboa Station,-75.04959349,-13.41671106,15.0,Antarctica,AQ,ATA,,ABOA STATION,AQ
195,San Martín Station,San Martín Station,-68.1163216,-67.0999976,19.0,Antarctica,AQ,ATA,,SAN MARTIN STATION,AQ
196,Gen. O'Higgins Station,General Bernado O'Higgins Station,-63.32841823,-57.88959352,30.0,Antarctica,AQ,ATA,,GENERAL BERNADO OHIGGINS STATION,AQ
197,Esperanza Station,Esperanza Station,-63.37532865,-57.02590151,152.5,Antarctica,AQ,ATA,,ESPERANZA STATION,AQ
198,Orcadas Station,Orcadas Station,-60.7328963,-44.73330082,29.5,Antarctica,AQ,ATA,,ORCADAS STATION,AQ
199,Signy Research Station,Signy Island,-60.63130815,-45.60070332,4.0,Antarctica,AQ,ATA,,SIGNY ISLAND,AQ
200,Dumont d'Urville Station,Dumont d'Urville Station,-66.77505091,139.9636836,75.0,Antarctica,AQ,ATA,,DUMONT DURVILLE STATION,AQ
201,Showa Station,Showa Station,-69.03039249,39.7460831,50.0,Antarctica,AQ,ATA,,SHOWA STATION,AQ
202,Saint John's,Saint John's,17.11803652,-61.85003382,29862.5,Antigua and Barbuda,AG,ATG,,SAINT JOHNS,AG
203,28 de Noviembre,28 de Noviembre,-51.65003986,-72.30001612,5300.0,Argentina,AR,ARG,Santa Cruz,28 DE NOVIEMBRE,AR
204,Gobernador Gregores,Gobernador Gregores,-48.76659829,-70.25001205,2519.0,Argentina,AR,ARG,Santa Cruz,GOBERNADOR GREGORES,AR
205,Comondante Luis Piedrabuena,Comondante Luis Piedrabuena,-49.97454865,-68.90347273,410.0,Argentina,AR,ARG,Santa Cruz,COMONDANTE LUIS PIEDRABUENA,AR
206,Paso Rio Mayo,Paso Rio Mayo,-45.68337563,-70.26657434,1825.0,Argentina,AR,ARG,Chubut,PASO RIO MAYO,AR
207,Alto Rio Sanguer,Alto Rio Sanguer,-45.03328611,-70.83328394,1548.0,Argentina,AR,ARG,Chubut,ALTO RIO SANGUER,AR
208,El Maiten,El Maiten,-42.05000568,-71.16662276,4269.0,Argentina,AR,ARG,Chubut,EL MAITEN,AR
209,Puerto Madryn,Puerto Madryn,-42.77001341,-65.04001998,61159.0,Argentina,AR,ARG,Chubut,PUERTO MADRYN,AR
210,Trelew,Trelew,-43.25003579,-65.3299506,93128.5,Argentina,AR,ARG,Chubut,TRELEW,AR
211,Las Heras,Las Heras,-32.82503904,-68.80167668,66663.0,Argentina,AR,ARG,Mendoza,LAS HERAS,AR
212,San Martin,San Martin,-33.06998533,-68.49001612,99974.0,Argentina,AR,ARG,Mendoza,SAN MARTIN,AR
213,Uspallata,Uspallata,-32.59311522,-69.34598454,2390.0,Argentina,AR,ARG,Mendoza,USPALLATA,AR
214,Cutral Co,Cutral Co,-38.94001463,-69.24002202,47597.0,Argentina,AR,ARG,Neuquén,CUTRAL CO,AR
215,Punta Alta,Punta Alta,-38.87996662,-62.0799681,55969.5,Argentina,AR,ARG,Ciudad de Buenos Aires,PUNTA ALTA,AR
216,San Nicolas,San Nicolas,-33.33002114,-60.24000289,117123.5,Argentina,AR,ARG,Ciudad de Buenos Aires,SAN NICOLAS,AR
217,Campana,Campana,-34.15999632,-58.95997766,77149.5,Argentina,AR,ARG,Ciudad de Buenos Aires,CAMPANA,AR
218,Chacabuco,Chacabuco,-34.65004393,-60.48998763,26645.0,Argentina,AR,ARG,Ciudad de Buenos Aires,CHACABUCO,AR
219,Mercedes,Mercedes,-34.66001748,-59.44002588,48408.5,Argentina,AR,ARG,Ciudad de Buenos Aires,MERCEDES,AR
220,Lincoln,Lincoln,-34.88000405,-61.53994938,19924.0,Argentina,AR,ARG,Ciudad de Buenos Aires,LINCOLN,AR
221,Chivilcoy,Chivilcoy,-34.89995115,-60.03998926,43719.0,Argentina,AR,ARG,Ciudad de Buenos Aires,CHIVILCOY,AR
