,Clean_Code,Clean_City,City_Count,Corrected_City,Score
11001,KR,ILSAN GU,1,SAN,90
11002,KR,ILSANDONGGU,1,SAN,90
11003,KR,INCHEON,207,INCHEON,100
11004,KR,INCHOEN,1,HO,90
11005,KR,INCHON,1,INCHEON,92
11006,KR,IRWONDONG,3,ONDO,90
11007,KR,JEOLLABUK DO,4,SANTANA DO LIVRAMENTO,86
11008,KR,JEOLLABUKDO,19,JEOLLABUKDO,72
11009,KR,JEOLLAMDO,1,JEOLLAMDO,75
11010,KR,JEOLLANAMDO,6,JEOLLANAMDO,75
11011,KR,JEONBUK,19,JEONBUK,77
11012,KR,JEONJU,57,JEONJU,100
11013,KR,JEONJUSI,8,JEONJU,86
11014,KR,JEONLANAMDO,2,JEONLANAMDO,75
11015,KR,JEONNAM,4,JEONNAM,73
11016,KR,JINSUSI,1,JINSUSI,77
11017,KR,JOENSUU,1,JOENSUU,100
11018,KR,JONANKU,1,NAN,90
11019,KR,JONGNO GU,1,JONGNO GU,72
11020,KR,JONGNOGU,40,JONGNOGU,72
11021,KR,JONGNOGU SEOUL,1,SEOUL,90
11022,KR,JONGROGU,12,JONGROGU,72
11023,KR,JONGRUGU,2,JONGRUGU,72
11024,KR,JOONGGU,12,JOONGGU,67
11025,KR,JUNG GU DAEGU,1,DAEGU,90
11026,KR,JUNGGU,6,JUNGGU,67
11027,KR,JUNGGU DAEGU,1,DAEGU,90
11028,KR,JUNGGU INCHEON,2,INCHEON,90
11029,KR,JYUNGIDO,1,JYUNGIDO,75
11030,KR,KANGDONGGU,8,KANGDONGGU,75
11031,KR,KANGNAM,1,KANGNAM,77
11032,KR,KANGNAMGU,33,KANGNAMGU,75
11033,KR,KANGWONDO,2,ONDO,90
11034,KR,KIHEUNG,1,KIHEUNG,71
11035,KR,KOREA,15,KOREA,80
11036,KR,KOYANGSI KYUNGG,5,KOYANGSI KYUNGG,75
11037,KR,KOYANSHI,1,KOYANSHI,77
11038,KR,KU GWANG,1,WA,90
11039,KR,KUNGBUK,1,KUNGBUK,77
11040,KR,KWANGJU,6,WA,90
11041,KR,KYONGGI DO,8,SANTANA DO LIVRAMENTO,86
11042,KR,KYONGGIDO,69,KYONGGIDO,72
11043,KR,KYOUNGGIDO,2,YOUNG,90
11044,KR,KYUNG GI DO,1,SANTANA DO LIVRAMENTO,86
11045,KR,KYUNGBUK,1,KYUNGBUK,72
11046,KR,KYUNGGI,1,KYUNGGI,71
11047,KR,KYUNGGI DO,25,SANTANA DO LIVRAMENTO,86
11048,KR,KYUNGGIDO,115,KYUNGGIDO,72
11049,KR,KYUNGGIDONG,1,KYUNGGIDONG,72
11050,KR,KYUNGIDO,11,KYUNGIDO,72
11051,KR,KYUNGKI DO,18,SANTANA DO LIVRAMENTO,86
11052,KR,KYUNGKIDO,66,KYUNGKIDO,72
11053,KR,KYUNNGIDO,2,KYUNNGIDO,72
11054,KR,MASAN CITY,3,SAN,90
11055,KR,NAMDONGGU,1,NAMDONGGU,75
11056,KR,POKFULAM ROAD,1,PO,90
11057,KR,PUCHIONSI,1,PUCHIONSI,80
11058,KR,PUSAN,18,SAN,90
11059,KR,PYUNGTAEK CITY,10,PYU,90
11060,KR,PYUNGTAEKCITY,1,PYU,90
11061,KR,SANGMI LEE,1,SAN,90
11062,KR,SEOCHOGU,3,HO,90
11063,KR,SEODAEMUGU,1,SEODAEMUGU,72
11064,KR,SEODAEMUNGU,38,SEODAEMUNGU,72
11065,KR,SEOGU,3,SEOGU,80
11066,KR,SEOGU BUSAN,14,SAN,90
11067,KR,SEOL,1,SEOUL,89
11068,KR,SEONGBUK,1,SEONGBUK,72
11069,KR,SEONGBUK GU,1,SEONGBUK GU,75
11070,KR,SEONGBUKGUSEOUL,2,SEOUL,90
11071,KR,SEONGNAM,37,SONGNAM,93
11072,KR,SEOUL,6732,SEOUL,100
11073,KR,SEOULI,1,SEOUL,91
11074,KR,SEOULKOREA,5,SEOUL,90
11075,KR,SEOUNGNAM,6,SONGNAM,88
11076,KR,SEUL,188,SEOUL,89
11077,KR,SI JIN SEONG,1,SI RACHA,86
11078,KR,SINGAPORE,1,SINGAPORE,100
11079,KR,SOCHOGU,6,HO,90
11080,KR,SONGPA GU,1,SONGPA GU,75
11081,KR,SONGPAGU,64,SONGPAGU,72
11082,KR,SONGPAGU SEOUL,2,SEOUL,90
11083,KR,SONGPAPU,7,SONGPAPU,72
11084,KR,SOUTH KOREA,2,ELEPHANT ISLAND SOUTH SHETLAND ISLANDS,86
11085,KR,SUNGBUKGU,1,SUNGBUKGU,68
11086,KR,SUNGNAM,3,HUNGNAM,86
11087,KR,SURBUKKU,1,SUR,90
11088,KR,SURGBUKKU,3,SUR,90
11089,KR,SUWON,277,SUWON,100
11090,KR,SUWON GYEONGGIDO,3,YE,90
11091,KR,SUWONCITY,1,SUWON,90
11092,KR,SUWONGYEONGGIDO,4,YE,90
11093,KR,SUWONSI,1,SUWON,83
11094,KR,TAEGU,1,TAEGU,80
11095,KR,UIJRONGBU GYEONGO,1,UIJRONGBU GYEONGO,72
11096,KR,ULSAN,1,ULSAN,100
11097,KR,WONJU,16,WONJU,100
11098,KR,WONJUSI,5,WONJU,83
11099,KR,YEONGCONDONG,1,YE,90
11100,KR,YEOUIDODONGSEOUL,2,YE,90
11101,KR,YONGIN,1,ONGJIN,83
11102,KR,YONGIN CITY,37,YONGIN CITY,78
11103,KR,YONGIN SI,1,NAKHON SI THAMMARAT,86
11104,KR,YONGINCITY,16,YONGINCITY,75
11105,KR,YONGINGUN,1,YONGINGUN,75
11106,KR,YONGINGUN KYUNGKI,1,YONGINGUN KYUNGKI,75
11107,KR,YONGINSI,2,YONGINSI,72
11108,KR,YONGINSI KYUNG,1,YONGINSI KYUNG,75
11109,KR,YONGSANGU,1,SAN,90
11110,KR,YONSANGU,1,SAN,90
11111,KW,KUWAIT CITY,6,WA,90
11112,KW,SAFAT,9,SAFAT,73
11113,KW,SASAT,18,SASAT,73
11114,KW,SHUWAIAKH,1,WA,90
11115,KY,BLOOMFIELD,1,BLOOMFIELD,70
11116,KY,COVINGTON,1,COVINGTON,100
11117,KY,LOUISVILLE,2,LOUISVILLE,100
11118,KY,NAIROBI,1,NAIROBI,100
11119,KZ,ALMATY,10,ALMATY,100
11120,KZ,ASTANA,2,ASTANA,100
11121,KZ,KAZAKHSTAN,1,KAZAKHSTAN,80
11122,KZ,KAZAKSTAN,1,KAZAKSTAN,80
11123,LA,LAGOS,1,LAGOS,100
11124,LA,LAO,2,CATALAO,90
11125,LA,LIEPAJA,2,LIEPAGA,86
11126,LA,VIENTIANE,12,VIENTIANE,100
11127,LB,ASHRAFIEH,1,ASHRAFIEH,72
11128,LB,BAABDA,1,BABDA,91
11129,LB,BAADBA,6,BAADBA,77
11130,LB,BEIRUT,684,BEIRUT,100
11131,LB,BEYROUT,1,BEYROUT,77
11132,LB,BEYROUTH,19,BEYROUTH,75
11133,LB,BEYRUT,1,BEIRUT,83
11134,LB,HAMRA,6,HAMRA,80
11135,LB,HAZMIEH,9,HAZMIEH,73
11136,LB,JBEIL,2,JBEIL,72
11137,LB,LEBANON,11,LEBANON,73
11138,LB,MAR ROUKOS,1,KOS,90
11139,LB,MKALLES,3,MKALLES,77
11140,LB,RIAD EL SOLH,294,EL OUED,86
11141,LB,RIAD EL SOLHBEIT,5,EL BAYADH,86
11142,LB,RIAD EL SOLHBEYH,80,EL BAYADH,86
11143,LB,SAIDA,22,SAIDA,100
11144,LB,SIN EL FIL,1,EL CARMEN DE BOLIVAR,86
11145,LC,GROS ISLET,1,GROS ISLET,68
11146,LC,LIMA,1,LIMA,100
11147,LK,BATTICALOA,1,BATTICALOA,100
11148,LK,COLOMBO,3,COLOMBO,100
11149,LK,KALUBOWILA,2,BO,90
11150,LK,KANDY,2,KANDY,100
11151,LK,NUGEGODA,2,NUGEGODA,68
11152,LK,TRINCOMALEE,1,TRINCOMALEE,100
11153,LK,VAVUNIYA,1,VAVUNIYA,72
11154,LS,MASERU,5,MASERU,100
11155,LT,ALYTUS,6,ALYTUS,68
11156,LT,KAUNAS,622,KAUNAS,100
11157,LT,KAUNSAS,1,KAUNAS,92
11158,LT,KLAIPEDA,559,KLAIPEDA,100
11159,LT,KLAPEDA,1,KLAIPEDA,93
11160,LT,KLAPIPEDA,1,KLAIPEDA,94
11161,LT,LITHUANIA,1,LITHUANIA,80
11162,LT,PAMEVEZYS,2,PANEVEZYS,89
11163,LT,PANEVEZYS,86,PANEVEZYS,100
11164,LT,RASEINIAI,1,RASEINIAI,72
11165,LT,RIGA,6,RIGA,100
11166,LT,RIGAS RAJONS,2,RIGA,90
11167,LT,ROCKVILLE,1,BROCKVILLE,95
11168,LT,SIAULIAI,651,SIAULIAI,100
11169,LT,SIAULIAL,6,SIAULIAI,88
11170,LT,SIDULIAS,2,SIDULIAS,75
11171,LT,UKMERGE,1,UKMERGE,71
11172,LT,UPPSALA,1,UPPSALA,100
11173,LT,UTENA,1,TENA,89
11174,LT,VILNIUS,1046,VILNIUS,100
11175,LT,VILNIUSS,2,VILNIUS,93
11176,LT,VLNIUS,1,VILNIUS,92
11177,LU,DIFFERDANGE,2,DIFFERDANGE,75
11178,LU,JUNGLINSTER,4,JUNGLINSTER,72
11179,LU,LUXEMBOURG,31,LUXEMBOURG,100
11180,LU,LUXEMBURG,1,LUXEMBOURG,95
11181,LU,LUXENBOURG,2,LUXEMBOURG,90
11182,LU,LUXENBURG,2,LUXEMBOURG,84
11183,LU,NIEDERCORN,1,NIEDERCORN,72
11184,LU,NIEDERKORN,1,NIEDERKORN,72
11185,LV,BALVI,1,BALVI,80
11186,LV,BAUSKA,1,BAUSKA,75
11187,LV,DANGAVPOLS,2,PO,90
11188,LV,DAUGAVPILS,419,DAUGAVPILS,100
11189,LV,DAUVGAPIL,1,DAUGAVPILS,84
11190,LV,JELGAVA,29,JELGAVA,100
11191,LV,KEGUMS,41,KEGUMS,67
11192,LV,KLAIPEDA,1,KLAIPEDA,100
11193,LV,KRASLAVA,7,KRASLAVA,78
11194,LV,KULDIGA,16,KULDIGA,72
11195,LV,LATVIA,3,LATVIA,80
11196,LV,LEIPAJA,2,LEIPAJA,71
11197,LV,LIEPAJA,141,LIEPAGA,86
11198,LV,LIMBAZI,1,LIMBAZI,73
11199,LV,LIRPAJA,1,LIRPAJA,73
11200,LV,MARUPE,1,MARUPE,77
11201,LV,MARUPES,1,MAUES,83
11202,LV,OGRE,109,EL PROGRESO,90
11203,LV,REZEKNE,14,REZEKNE,100
11204,LV,RIGA,985,RIGA,100
11205,LV,RIGA REGION,67,RIGA,90
11206,LV,RIGAS,2,RIGA,89
11207,LV,RIGAS R,1,RIGA,90
11208,LV,RIGAS RAJONS,5,RIGA,90
11209,LV,SAN FRANCISCO,1,SAN FRANCISCO,100
11210,LV,SIAULIAI,1,SIAULIAI,100
11211,LV,SIGULDA,2,SIGULDA,77
11212,LV,STOPINI,3,STOPINI,67
11213,LV,STOPPINI,54,STOPPINI,72
11214,LV,STRENCI,2,STRENCI,77
11215,LV,TALSI,58,TALSI,80
11216,LV,TALSU,1,TALSU,80
11217,LV,TUKUMS,1,TUKUMS,73
11218,LV,VALMEIRA,30,VALERA,86
11219,LV,VALMERIA,1,ALMERIA,93
11220,LV,VALMIERA,144,VALERA,86
11221,LV,VELMEIRA,1,ELMIRA,86
11222,LV,VENTSPILS,8,VENTSPILS,100
11223,LY,TRIPOLI,3,TRIPOLI,100
11224,LY,TRIPOLY,1,PO,90
11225,LY,VILNIUS,1,VILNIUS,100
11226,MA,AGDAL  RABAT,2,RABA,90
11227,MA,ANDOVER,3,DOVER,83
11228,MA,BALAKONG,1,BALAKONG,75
11229,MA,BOSTON,4,BOSTON,100
11230,MA,CAMBRIDGE,24,CAMBRIDGE,100
11231,MA,CASA,1,NUEVO CASAS GRANDES,90
11232,MA,CASABLANCA,262,CASABLANCA,100
11233,MA,CASABLANCAAIN SE,1,CASABLANCA,90
11234,MA,CASSABLANCA,1,CASABLANCA,95
11235,MA,DEDHAM,1,DEDHAM,77
11236,MA,FES,89,HAMMERFEST,90
11237,MA,FLORIANA,2,FLORIANO,88
11238,MA,HAD SAUALEM,2,HAD SAUALEM,72
11239,MA,HAD SOUALEM,6,HAD SOUALEM,72
11240,MA,HOLLISTON,1,HO,90
11241,MA,IPOH,1,IPOH,100
11242,MA,KUALA LUMPAR,1,KUALA LUMPUR,92
11243,MA,KUALA LUMPUR,9,KUALA LUMPUR,100
11244,MA,LEMBAH PANTAI,1,LEMBAH PANTAI,75
11245,MA,MAROC,1,MAROC,75
11246,MA,MARRAKECH,79,MARRAKESH,89
11247,MA,MARYLAND,1,MARY,90
11248,MA,MASSACHUSSETTS,1,MASSACHUSSETTS,77
11249,MA,MEKNES,24,MEKNES,100
11250,MA,PENANG,1,NAN,90
11251,MA,PUTRAJAYA,2,PUTRAJAYA,100
11252,MA,RABAT,317,RABAT,100
11253,MA,READING,1,READING,100
11254,MA,SKOPJE,2,SKOPJE,100
11255,MA,SPRINGFIELD,1,SPRINGFIELD,100
11256,MA,WALTHAM,9,WA,90
11257,MA,WILMINGTON,1,WILMINGTON,100
11258,MA,WILMINTON,1,WILMINGTON,95
11259,MA,WOBURN,4,OB,90
11260,MA,WORCESTER,1,WORCESTER,100
11261,MC,MONACO,5,MONACO,100
11262,MC,MONTE CARLO,6,MONTES CLAROS,83
11263,MC,MONTECARLO,2,MONTERO,82
11264,MC,SKOPJE,6,SKOPJE,100
11265,MD,2028,5,2028,45
11266,MD,BALTI,24,BALTI,100
11267,MD,BALTIMORE,2,BALTIMORE,100
11268,MD,BETHESDA,3,BETHESDA,72
11269,MD,CHISINA,1,CHISINAU,93
11270,MD,CHISINAU,405,CHISINAU,100
11271,MD,CHISNAU,1,CHISINAU,93
11272,MD,GAITHERSBURG,1,GAITHERSBURG,76
11273,MD,GERMANTOWN,1,MAN,90
11274,MD,KISHINEV,163,KISHINEV,72
11275,MD,MADAGASCAR,2,MADAGASCAR,75
11276,MD,MONTERREY,1,MONTERREY,100
11277,MD,ROCKVILLE,11,BROCKVILLE,95
11278,MD,SKOPJE,1,SKOPJE,100
11279,MD,TOWSON,1,TOWSON,71
11280,ME,ACAPULCO,2,ACAPULCO,100
11281,ME,AGUASCALIENTES,19,AGUASCALIENTES,100
11282,ME,AGUSCALIENTES,1,AGUASCALIENTES,96
11283,ME,BELGRADE,1,BELGRADE,100
11284,ME,BUENOS AIRES,1,BUENOS AIRES,100
11285,ME,CHIHUAHUA,20,CHIHUAHUA,100
11286,ME,COAHUILA,1,COAHUILA,77
11287,ME,COHAUILA,3,COHAUILA,77
11288,ME,CUERNAVACA,10,CUERNAVACA,100
11289,ME,CULIACAN,3,CULIACAN,100
11290,ME,CULIACAN SINALOA,4,CULIACAN,90
11291,ME,GUADALAJARA,64,GUADALAJARA,100
11292,ME,GUANAJUATO,1,GUANAJUATO,100
11293,ME,JALISCO,1,JALISCO,71
11294,ME,JAVIER ALCALA,1,JAVIER ALCALA,75
11295,ME,LEON,1,LEON,100
11296,ME,LEON GUANAJUATO,2,LEO,90
11297,ME,MEDELLIN,1,MEDELLIN,100
11298,ME,MERIDA,4,MERIDA,100
11299,ME,MERIDA YUCATAN,2,MERIDA,90
11300,ME,MEXIC0 DF,1,MEXIC0 DF,60
11301,ME,MEXICALI,2,MEXICALI,100
11302,ME,MEXICO,23,ICO,90
11303,ME,MEXICO  DF,15,ICO,90
11304,ME,MEXICO CITY,4,MEXICO CITY,100
11305,ME,MEXICO D F,1,ICO,90
11306,ME,MEXICO DF,546,ICO,90
11307,ME,MEXICO MF,1,ICO,90
11308,ME,MEXICOS SF,1,ICO,90
11309,ME,MIGUEL HIDALGO,5,SAN MIGUEL DE TUCUMAN,86
11310,ME,MONCLOVA,1,MONCLOVA,100
11311,ME,MONTARREY,1,MONTERREY,89
11312,ME,MONTERREY,79,MONTERREY,100
11313,ME,MONTERREY NL,1,MONTERREY,95
11314,ME,MORELIA MICHOACA,1,HO,90
11315,ME,MXICO DF,2,ICO,90
11316,ME,NUEVO LEON,1,LEO,90
11317,ME,PODGORICA,4,PODGORICA,100
11318,ME,PUEBLA,1,PUEBLA,100
11319,ME,RODRIGUEZ MD,1,RODRIGUEZ MD,68
11320,ME,SALTILLO,1,SALTILLO,100
11321,ME,SAN LUIS POTOSI,17,SAN LUIS POTOSI,100
11322,ME,SINALOA,8,SINALOA,77
11323,ME,TAMPICO,1,TAMPICO,100
11324,ME,TIJUANA,1,TIJUANA,100
11325,ME,TLALNEPANTIA,1,TLALNEPANTIA,72
11326,ME,TOLUCA,1,TOLUCA,100
11327,MF,MARIGOT,8,MARIGOT,77
11328,MG,ANTANANARIVO,4,ANTANANARIVO,100
11329,MG,ANTANARIVO,2,ANTANANARIVO,91
11330,MG,BELO HORIZONTE,2,BELO HORIZONTE,100
11331,MG,MADACASGAR,1,GAR,90
11332,MK,1000,12,1000,0
11333,MK,BITOLA,71,BITOLA,100
11334,MK,GOSTIVAR,1,GOSTIVAR,72
11335,MK,KUMANOVO,1,MAN,90
11336,MK,OHRID,1,OHRID,72
11337,MK,SKOJE,1,SKOPJE,91
11338,MK,SKOPE,1,SKOPJE,91
11339,MK,SKOPJE,1287,SKOPJE,100
11340,MK,SKOVJE,1,SKOPJE,83
11341,MK,STRUGA,42,STRUGA,72
11342,MK,TETOVO,1,TETOVO,100
11343,MK,VELES,1,VELES,80
11344,ML,BAMAKO,19,BAMAKO,100
11345,ML,BLANTYRE,1,BLANTYRE,100
11346,ML,KUALA LUMPUR,3,KUALA LUMPUR,100
11347,ML,MALI,3,MALI,100
11348,ML,MILANO,12,MILAN,91
11349,MM,QUERETARO,1,QUERETARO,100
11350,MM,YANGON,1,YANGON,77
11351,MN,MINNEAPOLIS,1,MINNEAPOLIS,100
11352,MN,MINNESOTA,1,MINNESOTA,77
11353,MN,ULAANBAATAR,5,ULAANBAATAR,100
11354,MO,CASABLANCA,1,CASABLANCA,100
11355,MO,COLUMBIA,4,COLUMBIA,100
11356,MO,CREVE COEUR,3,CREVE COEUR,68
11357,MO,FES,1,HAMMERFEST,90
11358,MO,KANSAS CITY,2,KANSAS CITY,100
11359,MO,KISHINEV,1,KISHINEV,72
11360,MO,MACAU,1,MACAU,100
11361,MO,MISSOURI,2,MISSOURI,75
11362,MO,MONACO,1,MONACO,100
11363,MO,RABAT,2,RABAT,100
11364,MO,SAINT LOUIS,1,SAINTLOUIS,95
11365,MO,ST CHARLES,1,ST CHARLES,100
11366,MO,ST LOUIS,15,ST LOUIS,100
11367,MQ,CEDEX,1,CEDEX,72
11368,MQ,FORT DE FRANCE,5,FORTDEFRANCE,92
11369,MQ,MARTINIQUE,3,MARTINIQUE,75
11370,MR,NOUAKCHOTT,1,NOUAKCHOTT,100
11371,MT,BIRKIRKARA,1,BIRKIRKARA,72
11372,MT,FLORIANA,3,FLORIANO,88
11373,MT,GOZO,5,GOZO,77
11374,MT,GUARDAMANGIA,19,DAMAN,90
11375,MT,GZIRA,14,GZIRA,80
11376,MT,MALTA,1,MALTAHOHE,90
11377,MT,MSIDA,89,MSIDA,80
11378,MT,SIENA,1,SIENA,100
11379,MT,ST JULIANS,1,ST JULIANS,72
11380,MU,PETALING JAYA,1,PETALING JAYA,72
11381,MU,PORT LOUIS,1,PORT LOUIS,100
11382,MU,ST ANDREWS ROAD,1,ST ANTHONY,86
11383,MV,MONTEVIDEO,1,MONTEVIDEO,100
11384,MW,BLANTYRE,22,BLANTYRE,100
11385,MW,BLANTYREMALAWI,17,BLANTYRE,90
11386,MW,BLANYTRE,1,BLANTYRE,88
11387,MW,LILONGWE,5,LILONGWE,100
11388,MW,NAIROBI,1,NAIROBI,100
11389,MX,04370,1,04370,0
11390,MX,145TERREY,1,145TERREY,68
11391,MX,525526437893,1,525526437893,18
11392,MX,ACAPOLCO,1,PO,90
11393,MX,ACAPULCO,1423,ACAPULCO,100
11394,MX,ACAPULCO GUERRER,10,ACAPULCO,90
11395,MX,AGOASCALIENTES,1,AGUASCALIENTES,93
11396,MX,AGUACALIENTES,2,AGUASCALIENTES,96
11397,MX,AGUAS CALIENTES,3,AGUASCALIENTES,97
11398,MX,AGUASCAILIENTES,1,AGUASCALIENTES,97
11399,MX,AGUASCALEINETES,1,AGUASCALIENTES,90
11400,MX,AGUASCALEINTES,1,AGUASCALIENTES,93
11401,MX,AGUASCALENTES,2,AGUASCALIENTES,96
11402,MX,AGUASCALIENES,1,AGUASCALIENTES,96
11403,MX,AGUASCALIENTE,47,AGUASCALIENTES,96
11404,MX,AGUASCALIENTES,7494,AGUASCALIENTES,100
11405,MX,AGUASCALIENTES A,128,AGUASCALIENTES,95
11406,MX,AGUASCALIENTESAG,73,AGUASCALIENTES,93
11407,MX,AGUASCALIENTESS,1,AGUASCALIENTES,97
11408,MX,AGUASCALIENTS,1,AGUASCALIENTES,96
11409,MX,AGUASCAUENTES,1,AGUASCALIENTES,89
11410,MX,AGUSACALIENTES,1,AGUASCALIENTES,93
11411,MX,AGUSCALIENTES,28,AGUASCALIENTES,96
11412,MX,ALVARO OBREGON M,6,OB,90
11413,MX,AQUASCALIENTES,1,AGUASCALIENTES,93
11414,MX,ARA JALISCO,1,ARA JALISCO,72
11415,MX,ASAN LUIS POTOSI,1,SAN LUIS POTOSI,97
11416,MX,AYALA,105,YALA,89
11417,MX,AZCAPOTZALCO,11,PO,90
11418,MX,AZCAPOTZALEC,1,PO,90
11419,MX,BAJA CAIFORNIA,1,BAJA CAIFORNIA,72
11420,MX,BAJA CALIFORNIA,45,CALI,90
11421,MX,BELO HORIZONTE,1,BELO HORIZONTE,100
11422,MX,BENITO JUAREZ,1,JUAREZ,90
11423,MX,BENITO JUAREZ ME,7,JUAREZ,90
11424,MX,BUENOS AIRES,1,BUENOS AIRES,100
11425,MX,CALI,1,CALI,100
11426,MX,CANCUN,4,CANCUN,100
11427,MX,CARRANZA,1,CARRANZA,80
11428,MX,CARRANZA CP,2,CARRANZA CP,75
11429,MX,CD JUAREZ,3,JUAREZ,90
11430,MX,CD MADERO,14,CIUDAD MADERO,82
11431,MX,CD OBREGON,93,OB,90
11432,MX,CD VALLES,1,CIUDAD VALLES,82
11433,MX,CDOBREGON,16,OB,90
11434,MX,CDOBREGONSONORA,1,OB,90
11435,MX,CDOREGONSONORA,1,CDOREGONSONORA,75
11436,MX,CDVALLES,1,CDVALLES,79
11437,MX,CEDLAYA,1,CELAYA,92
11438,MX,CELAYA,316,CELAYA,100
11439,MX,CELAYA GUANAJUAT,6,CELAYA,90
11440,MX,CELAYAGUANAJUATO,7,CELAYA,90
11441,MX,CENTRO CIUDAD OBE,1,EL CENTRO,86
11442,MX,CENTRO MONTERREY,1,MONTERREY,90
11443,MX,CERNAVACAS,40,VAC,90
11444,MX,CHAPULTEPEC,4,PEC,90
11445,MX,CHAU IZCALLI,1,CHAU DOC,86
11446,MX,CHAUTITLAN IZCALI,1,CALI,90
11447,MX,CHICHAHUA,1,CHIHUAHUA,89
11448,MX,CHICHIHUA,1,CHICHIHUA,78
11449,MX,CHICHUIHA,1,CHICHUIHA,78
11450,MX,CHICOLOAPAN,2,ICO,90
11451,MX,CHIHAHUA,2,CHIHUAHUA,94
11452,MX,CHIHIAHUA,1,CHIHUAHUA,89
11453,MX,CHIHUAHUA,4999,CHIHUAHUA,100
11454,MX,CHIHUAHUA CHIH,4,CHIHUAHUA,90
11455,MX,CHIHUAHUA CHIHUA,84,CHIHUAHUA,90
11456,MX,CHIHUAHUCA,1,CHIHUAHUA,95
11457,MX,CHIHUAHUHA,1,CHIHUAHUA,95
11458,MX,CHIHUALHUA,3,CHIHUAHUA,95
11459,MX,CHILHUAHUA,1,CHIHUAHUA,95
11460,MX,CHIUAHUA,15,CHIHUAHUA,94
11461,MX,CHUHUAHUA,1,CHIHUAHUA,89
11462,MX,CHUIHUAHUA,1,CHIHUAHUA,95
11463,MX,CHULUAHUA,6,CHULUAHUA,78
11464,MX,CHURUBUSCO,12,CHUR,90
11465,MX,CIHUAHUA,4,CHIHUAHUA,94
11466,MX,CILIACAN,1,CULIACAN,88
11467,MX,CIUDAD,2,CIUDAD CORTES,90
11468,MX,CIUDAD DE MEXICO,78,ICO,90
11469,MX,CIUDAD DE OBREGON,2,CIUDAD OBREGON,95
11470,MX,CIUDAD JUAREZ,62,CIUDAD JUAREZ,100
11471,MX,CIUDAD JUAREZ CH,14,CIUDAD JUAREZ,95
11472,MX,CIUDAD MADERO,2,CIUDAD MADERO,100
11473,MX,CIUDAD OBREGON,507,CIUDAD OBREGON,100
11474,MX,CIUDAD OBREGON S,12,CIUDAD OBREGON,95
11475,MX,CIUDAD OBREGONSO,1,CIUDAD OBREGON,93
11476,MX,CIUDAD VALLES,2,CIUDAD VALLES,100
11477,MX,COAHUILA,2,COAHUILA,77
11478,MX,COAPA TIAIPAN,1,COAPA TIAIPAN,72
11479,MX,COATZACOALCOS,79,COATZACOALCOS,100
11480,MX,COATZACOALCOS VE,1,COATZACOALCOS,95
11481,MX,COATZACOALCOS VZ,31,COATZACOALCOS,95
11482,MX,COL COYOACAN,2,OYO,90
11483,MX,COL COYOACAN CP,1,OYO,90
11484,MX,COL CUAUHTEMOC,1,CUAUHTEMOC,95
11485,MX,COL MIGUEL HIDAL,2,SAN MIGUEL,86
11486,MX,COL MODERNA,1,COL MODERNA,75
11487,MX,COL PENSADOR MEX,1,COL PENSADOR MEX,74
11488,MX,COL SAN RAFAEL,6,SAN RAFAEL,95
11489,MX,COL SILVESTRE DOR,1,VAL DOR,86
11490,MX,COLCOYOACAN,1,OYO,90
11491,MX,COLDEL VALLE,3,VALLE DE LA PASCUA,86
11492,MX,COLDOCTORES ME,1,COLDOCTORES ME,72
11493,MX,COLDOCTORES MEX,21,COLDOCTORES MEX,72
11494,MX,COLIMA,261,COLIMA,100
11495,MX,COLIMA COLIMA,3,COLIMA,90
11496,MX,COLMODERNA,2,COLMODERNA,75
11497,MX,COLONIA,1,SAN PEDRO DE LAS COLONIAS,90
11498,MX,COLONIA LA FAMA,2,COLON,90
11499,MX,COLONIA MODERNA,1,COLON,90
11500,MX,COLONIA ROMA,1,ROMA,90
11501,MX,COLONIA ROMA MEX,5,ROMA,90
11502,MX,COLUNIV SAN L,3,SAN,90
11503,MX,COLUNIV SAN LU,12,SAN,90
11504,MX,COYOACAN,12,OYO,90
11505,MX,COYOACAN MEXICO,2,ICO,90
11506,MX,COYOCAN,1,OYO,90
11507,MX,CRUZ MANCA,1,MAN,90
11508,MX,CUAJIMALPA,3,JIMA,90
11509,MX,CUALIACAN,1,CULIACAN,94
11510,MX,CUARNEVACA,1,VAC,90
11511,MX,CUATEMOC,2,CUAUHTEMOC,89
11512,MX,CUATITALN IZCALLI,1,ATI,90
11513,MX,CUATITLAN,1,ATI,90
11514,MX,CUATITLAN IZCALLI,3,ATI,90
11515,MX,CUATLA,4,CUATLA,77
11516,MX,CUAUHTEMOC,209,CUAUHTEMOC,100
11517,MX,CUAUHTEMOC MEXIC,14,CUAUHTEMOC,90
11518,MX,CUAUHTHEMOC,2,CUAUHTEMOC,95
11519,MX,CUAUTHTEMOC,13,CUAUHTEMOC,95
11520,MX,CUAUTITLAN IZCALI,14,CALI,90
11521,MX,CUAUTITLAN IZCALL,1,CUAUTITLAN IZCALL,72
11522,MX,CUAUTLA,30,CUAUTLA,77
11523,MX,CUCUHTEMOC,1,CUAUHTEMOC,90
11524,MX,CUERNABACA,1,CUERNAVACA,90
11525,MX,CUERNACVACA,1,CUERNAVACA,95
11526,MX,CUERNAVA,1,CUERNAVACA,89
11527,MX,CUERNAVAC,3,CUERNAVACA,95
11528,MX,CUERNAVACA,5083,CUERNAVACA,100
