,Clean_Code,Clean_City,City_Count,Corrected_City,Score
0,AD,ANDORRA,3,ANDORRA,100
1,AD,CENTURION,1,CENTURION,72
2,AD,LES ESCALDES ENGO,1,LES CAYES,86
3,AD,MERITXELL,7,MERITXELL,71
4,AE,ABU DHABI,21,ABU DHABI,100
5,AE,AL AIN,3,AL MUSAYYIB,86
6,AE,AMWAJ,1,WA,90
7,AE,BUENOS AIRES,1,BUENOS AIRES,100
8,AE,CORDOBA,1,CORDOBA,100
9,AE,DEIRA,1,DEIRA,80
10,AE,DUBAI,144,DUBAI,100
11,AE,MARINA PARADE,1,ARAD,90
12,AE,SHARJAH,1,SHARJAH,100
13,AF,BANJUL,1,BANJUL,100
14,AF,CENTURION,1,CENTURION,72
15,AF,KABUL,6,KABUL,100
16,AF,KHAIRKHANA,1,KHAIRKHANA,72
17,AF,NO TOWN,1,GEORGE TOWN,86
18,AF,SOUTH AFRICA,2,ICA,90
19,AF,WAZIR AKHBAR,1,WA,90
20,AG,BUENOS AIRES,4,BUENOS AIRES,100
21,AL,ANNISTON,1,NIS,90
22,AL,BIRMINGHAM,3,BIRMINGHAM,100
23,AL,BIRNINGHAM,1,INGHAM,90
24,AL,HUNTSVILLE,7,HUNTSVILLE,100
25,AL,TIRANA,4,TIRANA,100
26,AL,TIRANE,1,TIRANA,83
27,AM,EREVAN,1,YEREVAN,92
28,AM,YEREVAN,8,YEREVAN,100
29,AN,GRONINGEN,2,GRONINGEN,100
30,AN,MARIGOT,6,MARIGOT,77
31,AN,NETHERLANDS,1,NETHERLANDS,75
32,AN,SAINT MARTIN,1,SAN MARTIN,91
33,AN,ST MARTIN,1,SAN MARTIN STATION,86
34,AN,VEGHEL,3,VEGHEL,68
35,AN,WILLEMSTAD,6,WILLEMSTAD,100
36,AN,WILLEMSTEAD,1,WILLEMSTAD,95
37,AO,LUANDA,6,LUANDA,100
38,AR,24ENOS AIRES,1,BUENOS AIRES,83
39,AR,5491140660508,1,5491140660508,9
40,AR,ACAPULCO,1,ACAPULCO,100
41,AR,ADROGUE,40,ADROGUE,71
42,AR,ADROGUE BUENOS A,6,ADROGUE BUENOS A,72
43,AR,ARGENTIA,1,ARGENTIA,100
44,AR,ARGENTINA,43,ARGENTIA,94
45,AR,ASAN JUAN,1,SAN JUAN,94
46,AR,ASUNCIION,1,ASUNCION,94
47,AR,ASUNCION,3,ASUNCION,100
48,AR,AVELLANEDA,70,AVELLANEDA,75
49,AR,AVELLANEDA GRAN,4,AVELLANEDA GRAN,75
50,AR,AVLLANEDA,9,AVLLANEDA,75
51,AR,AZCUENAGA,1,NAGA,90
52,AR,BAHIA BLANCA,527,BAHIA BLANCA,100
53,AR,BAHIA BLANCA BUE,24,BAHIA BLANCA,95
54,AR,BAIRES,5,BAURES,83
55,AR,BANFIELD BUENOS,2,BANFIELD BUENOS,72
56,AR,BARRANQUERAS CHAO,10,TRANQUERAS,81
57,AR,BARRANQUERASCHACO,1,TRANQUERAS,81
58,AR,BBUENOS AIRES,1,BUENOS AIRES,96
59,AR,BENADO TUERTO,1,VENADO TUERTO,92
60,AR,BENOS AIRES,3,BUENOS AIRES,96
61,AR,BEUNOS AIRES,3,BUENOS AIRES,92
62,AR,BEUNOS ARIES,1,BUENOS AIRES,83
63,AR,BIENOS AIRES,1,BUENOS AIRES,92
64,AR,BOLIVAR,1,BOL,90
65,AR,BOULOGNE,2,BO,90
66,AR,BU8ENSO AIRES,1,BUENOS AIRES,88
67,AR,BUA NOS AIRES,1,BUENOS AIRES,88
68,AR,BUE,1,BUENOS AIRES,90
69,AR,BUEENOS AIRES,7,BUENOS AIRES,96
70,AR,BUEN0S AIRES,1,BUENOS AIRES,92
71,AR,BUENEOS ARIES,1,BUENOS AIRES,88
72,AR,BUENIOS AIRES,1,BUENOS AIRES,96
73,AR,BUENO AIRES,12,BUENOS AIRES,96
74,AR,BUENOA AIRES,2,BUENOS AIRES,92
75,AR,BUENOAS AIRES,1,BUENOS AIRES,96
76,AR,BUENOES AIRES,1,BUENOS AIRES,96
77,AR,BUENOIS AIRES,1,BUENOS AIRES,96
78,AR,BUENOPS AIRES,1,BUENOS AIRES,96
79,AR,BUENOS  AIREA,2,BUENOS AIRES,88
80,AR,BUENOS  AIRES,7,BUENOS AIRES,96
81,AR,BUENOS AAIRES,1,BUENOS AIRES,96
82,AR,BUENOS AIARES,12,BUENOS AIRES,96
83,AR,BUENOS AIERES,1,BUENOS AIRES,96
84,AR,BUENOS AIERS,1,BUENOS AIRES,92
85,AR,BUENOS AIRE,4,BUENOS AIRES,96
86,AR,BUENOS AIREA,2,BUENOS AIRES,92
87,AR,BUENOS AIRES,65927,BUENOS AIRES,100
88,AR,BUENOS AIRES ARGA,1,BUENOS AIRES,95
89,AR,BUENOS AIRES BA,2,BUENOS AIRES,95
90,AR,BUENOS AIRES CAP,9,BUENOS AIRES,95
91,AR,BUENOS AIRES CF,46,BUENOS AIRES,95
92,AR,BUENOS AIRES PRO,3,BUENOS AIRES,95
93,AR,BUENOS AIRES PROV,3,BUENOS AIRES,95
94,AR,BUENOS AIRES3,2,BUENOS AIRES,96
95,AR,BUENOS AIRESS,1,BUENOS AIRES,96
96,AR,BUENOS AIREW,1,BUENOS AIRES,92
97,AR,BUENOS AIREZS,1,BUENOS AIRES,96
98,AR,BUENOS AIRFES,1,BUENOS AIRES,96
99,AR,BUENOS AIRIES,3,BUENOS AIRES,96
100,AR,BUENOS AIRS,2,BUENOS AIRES,96
101,AR,BUENOS AITES,4,BUENOS AIRES,92
102,AR,BUENOS AIURES,1,BUENOS AIRES,96
103,AR,BUENOS ARIES,44,BUENOS AIRES,92
104,AR,BUENOS DIAS,1,BUENOS DIAS,78
105,AR,BUENOS IARES,1,BUENOS AIRES,92
106,AR,BUENOSA AIRES,9,BUENOS AIRES,96
107,AR,BUENOSS AIRES,1,BUENOS AIRES,96
108,AR,BUENS AIRES,1,BUENOS AIRES,96
109,AR,BUENSO AIRES,2,BUENOS AIRES,92
110,AR,BUEONS AIRES,2,BUENOS AIRES,92
111,AR,BUERNOS AIRES,1,BUENOS AIRES,96
112,AR,BUNEOS AIRES,2,BUENOS AIRES,92
113,AR,BUNOS AIRES,3,BUENOS AIRES,96
114,AR,BURNOD AIRES,1,BUENOS AIRES,83
115,AR,BURNODAIRES,1,BURNODAIRES,78
116,AR,BURNOS AIRES,2,BUENOS AIRES,92
117,AR,BURZACO,65,BURZACO,68
118,AR,BURZACO BAIRES,37,BURZACO BAIRES,75
119,AR,BYUENOS AIRES,1,BUENOS AIRES,96
120,AR,CABA,219,JOACABA,90
121,AR,CABA BUENOS AIRE,11,ABA,90
122,AR,CABALLITO,136,ABA,90
123,AR,CABALLITO BUENOS,10,ABA,90
124,AR,CABALLITOBUENOS,2,ABA,90
125,AR,CABRERA,4,CABRERA,80
126,AR,CALLAO,1,CALLAO,100
127,AR,CALUDIA BREA,1,CALUDIA BREA,75
128,AR,CAP FEDERAL,4,CAP FEDERAL,72
129,AR,CAPITAL,2,PITA,90
130,AR,CAPITAL FEDERA,1,PITA,90
131,AR,CAPITAL FEDERAL,1460,PITA,90
132,AR,CAPITAL FEDLERA,1,PITA,90
133,AR,CAPITAL FEEDERAL,1,PITA,90
134,AR,CARDOBA,13,DOBA,90
135,AR,CDAD BUENOS AIRES,1,BUENOS AIRES,95
136,AR,CHACO,19,CHACO,80
137,AR,CHUBUT,8,CHUBUT,77
138,AR,CIORDOBA,1,CORDOBA,93
139,AR,CIPOLLETO,1,PO,90
140,AR,CIPOLLETTI,29,PO,90
141,AR,CIPOLLETTI RIO N,1,PO,90
142,AR,CIPPOLLETTI,2,PO,90
143,AR,CIRRIENTES,1,CORRIENTES,90
144,AR,CIUD BUENOS AIRES,1,BUENOS AIRES,95
145,AR,CIUDAD AUTONOMA,118,CIUDAD AUTONOMA,72
146,AR,CIUDAD AUTONOMA S,1,CIUDAD AUTONOMA S,72
147,AR,CIUDAD BUENOS AI,5,CIUDAD BUENOS AI,68
148,AR,CIUDAD DE AUT,1,SAN ANTONIO DE LOS COBRES,86
149,AR,CIUDAD DE BUENOS,2,25 DE MAYO,86
150,AR,CNQ,1,CNQ,60
151,AR,CONCEP DEL URUG,1,DEL RIO,86
152,AR,CONCEPCION,44,CONCEPCION,100
153,AR,CONCEPCION DEL UR,1,CONCEPCION,90
154,AR,CONCEPCION URUGUY,1,CONCEPCION,90
155,AR,CORDOBA,7340,CORDOBA,100
156,AR,CORDOBA CORDOBA,198,CORDOBA,90
157,AR,CORDOBAS,1,CORDOBA,93
158,AR,CORODBA,2,CORO,90
159,AR,CORONEL SUAREZ,10,CORONEL SUAREZ,100
160,AR,CORONEL SUAREZ B,4,CORONEL SUAREZ,95
161,AR,CORREINTES,1,CORRIENTES,90
162,AR,CORRIENTES,1884,CORRIENTES,100
163,AR,CORRIENTES CAPITA,4,CORRIENTES,90
164,AR,CORRIENTES CORRI,34,CORRIENTES,90
165,AR,CORRIENTESBUENOS,3,CORRIENTES,90
166,AR,CORRINENES,1,CORRIENTES,90
167,AR,CPAITAL FEDERAL,1,ITA,90
168,AR,DEP BUENOS AIRES,1,BUENOS AIRES,95
169,AR,DETO SAMIENTO,2,DETO SAMIENTO,75
170,AR,DETO SARMIENTO,3,SARMIENTO,90
171,AR,DETOSARMIENTO,1,SARMIENTO,82
172,AR,EL PALOMAR,47,EL CARMEN DE BOLIVAR,86
173,AR,ENTRE RIOS,15,ENTRE RIOS,100
174,AR,ENTRE RIOS MD,1,ENTRE RIOS,95
175,AR,ESTE LANUS,2,CIUDAD DEL ESTE,86
176,AR,EZPELETA,88,EZPELETA,72
177,AR,EZPELETA BA,6,EZPELETA BA,68
178,AR,FEDERELA,1,FEDERELA,72
179,AR,FLORENCIA VARELA,24,FLORENCIA,90
180,AR,FLORENCIO VARELA,129,FLORENCIO VARELA,80
181,AR,FLORIDA,24,FLORIDA,100
182,AR,FLORIDA GRAN BUE,3,FLORIDA,90
183,AR,FORMOSA,189,FORMOSA,100
184,AR,FORMOSA FORMOSA,15,FORMOSA,90
185,AR,GARUHAPE,1,GAR,90
186,AR,GODOY,70,GODOY,72
187,AR,GODOY CRUZ,11,SANTA CRUZ DO SUL,86
188,AR,GODOY CRUZ MENDO,9,SANTA CRUZ,86
189,AR,GRAN BUENOS AIRES,3,BUENOS AIRES,95
190,AR,GUERNICA,113,ICA,90
191,AR,GUERNICA BUENOS,6,ICA,90
192,AR,HAEDO,27,HAEDO,73
193,AR,HAEDO BUENOS AIR,8,HAEDO BUENOS AIR,75
194,AR,HEMONDINAMIA,3,HEMONDINAMIA,72
195,AR,HIDAKGO,1,HIDAKGO,77
196,AR,HIDALGO,8,HIDALGO DEL PARRAL,90
197,AR,ISIDRO CASANOVA,13,SAN,90
198,AR,JIMENA FERNANDEZ,1,NAN,86
199,AR,JUJUY,55,SAN SALVADOR DE JUJUY,90
200,AR,JUJUY JUJUY,1,SAN SALVADOR DE JUJUY,86
201,AR,JUNIN,463,JUNIN,100
202,AR,JUNIN BUENOS AIR,17,JUNIN,90
203,AR,JUNINBUENOS A,1,JUNIN,90
204,AR,L CIPOLLETI,1,PO,90
205,AR,LA MATANZA,1,LA PAZ,86
206,AR,LA PLATA,1350,LA PLATA,100
207,AR,LA PLATA BUENOS,94,LA PLATA,90
208,AR,LA PLATA PROV,4,LA PLATA,90
209,AR,LA PLATABUENOS A,7,LA PLATA,90
210,AR,LA PLATTA,1,LA PLATA,94
211,AR,LA RIOJA,47,LA RIOJA,100
212,AR,LADISLAO MARTINEZ,1,LADISLAO MARTINEZ,75
213,AR,LANUS,61,LANUS,73
214,AR,LANUS ESTE,61,CIUDAD DEL ESTE,86
215,AR,LANUS ESTE GRAN,5,LANUS ESTE GRAN,71
216,AR,LANUS GRAN BUENO,19,RIO BUENO,86
217,AR,LIBERTAD CIPOLLEI,176,LA LIBERTAD,86
218,AR,LOMA HERMOSA,6,LOMA HERMOSA,75
219,AR,LOMA HERMOSA BUE,6,LOMA HERMOSA BUE,72
220,AR,LUJAN,72,LUJAN,100
221,AR,LUJANBUENOS AIRE,6,LUJAN,90
222,AR,MAAR DEL PLATA,1,MAR DEL PLATA,96
223,AR,MAIPU,4,IPU,90
224,AR,MANSILLA,1,MAN,90
225,AR,MAR DE PLATA,378,MAR DEL PLATA,96
226,AR,MAR DE PLATA BUE,21,LATA,90
227,AR,MAR DEL PALTA,1,MAR DEL PLATA,92
228,AR,MAR DEL PLATA,2086,MAR DEL PLATA,100
229,AR,MAR DEL PLATA BU,81,MAR DEL PLATA,95
230,AR,MARGARITA ANDERS,1,GAR,90
231,AR,MARTINEZ,122,MARTINEZ,77
232,AR,MARTINEZ BUENOS,8,MARTINEZ BUENOS,75
233,AR,MDQ BUENOS AIRES,19,BUENOS AIRES,95
234,AR,ME3NDOZA,4,MENDOZA,93
235,AR,MENDOZA,1603,MENDOZA,100
236,AR,MENDOZA MENDOZA,50,MENDOZA,90
237,AR,MENDOZAMENDOZA,14,MENDOZA,90
238,AR,MERLO,1,MELO,89
239,AR,MERLO BUENOS AIR,10,MERLO BUENOS AIR,80
240,AR,MIRAMAR,1,MIRAMAR,80
241,AR,MISIONES,17,SION,90
242,AR,MONTE GRANDE,104,MONTE GRANDE,76
243,AR,MONTE GRANDE BS,14,RIO GRANDE,86
244,AR,MONTE GRANDEBS,1,MONTE GRANDEBS,75
245,AR,MONTEVIDEO,1,MONTEVIDEO,100
246,AR,MORON,568,MORON,100
247,AR,MORON GRAN BUENO,51,MORON,90
248,AR,MORONGRAN BUENOS,4,MORON,90
249,AR,MUNRO,144,MUNRO,80
250,AR,MUNRO BUENOS AIR,12,MUNRO BUENOS AIR,80
251,AR,MUNRO BUENOS AIRE,3,MUNRO BUENOS AIRE,80
252,AR,MUNROBUENOS AIRE,1,OB,90
253,AR,NECOCHEA,144,NECOCHEA,100
254,AR,NECOCHEA BUENOS,8,NECOCHEA,90
255,AR,NEUGUEN,2,NEUQUEN,86
256,AR,NEUQUEN,577,NEUQUEN,100
257,AR,NEUQUEN NEUQUEN,23,NEUQUEN,90
258,AR,NUENOS AIRES,1,BUENOS AIRES,92
259,AR,OLIVOS,39,OLIVOS,73
260,AR,PACHECO,1,PACHECO,71
261,AR,PALERMO BUENOS A,8,PALERMO,90
262,AR,PARAGUAY,1,PARANAGUA,82
263,AR,PARANA,226,PARANA,100
264,AR,PARANA ENTRE RIO,9,PARANA,90
265,AR,PARTIDODEESCOBAR1,1,PARTIDODEESCOBAR1,75
266,AR,PCIA BS AIRES,1,PCIA BS AIRES,68
267,AR,PCIA BUENOS AIRES,17,BUENOS AIRES,95
268,AR,PERGAMINO,355,PERGAMINO,100
269,AR,PERGAMINO BUENOS,19,PERGAMINO,90
270,AR,PILAR,447,PILAR,100
271,AR,PILAR BLANCA,1,PILAR,90
272,AR,PILAR BUENOS AIR,37,PILAR,90
273,AR,PL PLATA PROV,1,LATA,90
274,AR,POSADAS,44,POSADAS,100
275,AR,PROV BUENOS AIRES,12,BUENOS AIRES,95
276,AR,PROV DE SAN JUAN,19,SAN JUAN,90
277,AR,PROVBUENOS AIRES,2,BUENOS AIRES,86
278,AR,QUILLMES,1,QUILLMES,77
279,AR,QUILMAS,9,QUILMAS,71
280,AR,QUILMES,1618,QUIME,83
281,AR,QUILMES BUENOS A,53,QUILMES BUENOS A,75
282,AR,QUILMES OESTE BU,1,QUILMES OESTE BU,72
283,AR,QULLMES,1,QULLMES,77
284,AR,QULLMES BSAS,4,QULLMES BSAS,74
285,AR,QYUKNES,2,QYUKNES,68
286,AR,R0SARIO,1,SARI,90
287,AR,RAMOS MEJIA,609,AMOS,90
288,AR,RAMOS MEJIA BUEN,58,AMOS,90
289,AR,RAMOS MEJIABUENO,1,AMOS,90
290,AR,RASARIO,1,SARI,90
291,AR,RECOLETA BUENOS,1,RECOLETA BUENOS,72
292,AR,RESISTENCIA,215,RESISTENCIA,100
293,AR,RESISTENCIA CHAC,18,RESISTENCIA,95
294,AR,RESISTENCIA CHACO,32,RESISTENCIA,90
295,AR,RESISTENCIACHACO,2,RESISTENCIA,81
296,AR,RIO BEGRO,1,RIO NEGRO,89
297,AR,RIO NEGRO,150,RIO NEGRO,100
298,AR,RIOSARIO,1,ROSARIO,93
299,AR,RISARIO,4,SARI,90
300,AR,ROASARIO,1,ROSARIO,93
301,AR,ROSARIIO,1,ROSARIO,93
302,AR,ROSARIO,6644,ROSARIO,100
303,AR,ROSARIO PLATA,1,ROSARIO,90
304,AR,ROSARIO SANTA FE,273,SANTA FE,90
305,AR,ROSARIOS,1,ROSARIO,93
306,AR,ROSARIOSANTA FE,20,SANTA FE,90
307,AR,ROSRIO,3,ROSARIO,92
308,AR,RSARIO,1,ROSARIO,92
309,AR,S MIGUEL  TUCUMAN,1,MAN,90
310,AR,S MIGUEL TUCUMA,1,SAN MIGUEL,86
311,AR,S MIGUEL TUCUMAN,13,MAN,90
312,AR,SAAVEDRA,101,SAAVEDRA,72
313,AR,SAAVEDRA BUENOS,3,SAAVEDRA BUENOS,72
314,AR,SALATA,1,SALTA,91
315,AR,SALTA,531,SALTA,100
316,AR,SALTA SALTA,24,SALTA,90
317,AR,SAN ISIDRO,309,SAN,90
318,AR,SAN ISIDRO BUENO,30,SAN,90
319,AR,SAN ISIDRO BUNOS,1,SAN,90
320,AR,SAN ISISDRO BUEO,1,SAN,90
321,AR,SAN JAUN,2,JAU,90
322,AR,SAN JUAN,1005,SAN JUAN,100
323,AR,SAN JUAN MD,1,SAN JUAN,95
324,AR,SAN JUSTO,26,SAN JUSTO,100
325,AR,SAN JUSTO BUENOS,2,SAN JUSTO,90
326,AR,SAN LUIS,75,SAN LUIS,100
327,AR,SAN LUIS SAN LUI,3,SAN LUIS,90
328,AR,SAN MARTIN,75,SAN MARTIN,100
329,AR,SAN MARTIN BA,1,SAN MARTIN,95
330,AR,SAN MARTIN BUENO,3,SAN MARTIN,90
331,AR,SAN MARTINBA,1,SAN MARTIN,91
332,AR,SAN MIGUEL,179,SAN MIGUEL,100
333,AR,SAN MIGUEL BUENO,20,SAN MIGUEL,90
334,AR,SAN MIGUEL DE T,6,SAN MIGUEL,90
335,AR,SAN MIGUEL DE TU,336,SAN MIGUEL,90
336,AR,SAN MIGUEL DE TUC,257,SAN MIGUEL,90
337,AR,SAN MIGUEL DE TUN,364,SAN MIGUEL,90
338,AR,SAN MIGUELTUCUMAN,215,SAN MIGUEL,90
339,AR,SAN NICOLAS,103,SAN NICOLAS,100
340,AR,SAN NICOLAS BUEN,7,SAN NICOLAS,95
341,AR,SAN PEDRO,115,SAN PEDRO,100
342,AR,SAN PEDRO BUENOS,8,SAN PEDRO,90
343,AR,SAN RAFAEL,1,SAN RAFAEL,100
344,AR,SAN RAFAEL MENDO,9,SAN RAFAEL,90
345,AR,SAN SALVADOR,1,SAN SALVADOR,100
346,AR,SANATA FE,1,SANTA FE,94
347,AR,SANGTA FE,2,SANTA FE,94
348,AR,SANT DEL ESTERO,1,SAN,90
349,AR,SANTA F,2,SANTA FE,93
350,AR,SANTA FE,3003,SANTA FE,100
351,AR,SANTA FE SANTA F,111,SANTA FE,90
352,AR,SANTA ROSA,1,SANTA ROSA,100
353,AR,SANTAFE,1,SANTA FE,93
354,AR,SANTE FE,9,SAN,90
355,AR,SANTE FE SANTE F,6,SAN,90
356,AR,SANTIAGO,13,SANTIAGO,100
357,AR,SANTIAGO D ESTERO,7,SANTIAGO DEL ESTERO,94
358,AR,SANTIAGO DEL EST,3,SANTIAGO DEL ESTERO,91
359,AR,SANTIAGO DEL ESTE,11,SANTIAGO DEL ESTERO,94
360,AR,SANTIAGO DEL ESTO,42,SANTIAGO DEL ESTERO,94
361,AR,SANTIAGO DEL ESTR,1,SANTIAGO DEL ESTERO,94
362,AR,SANTIAGO ESTERO,2,SANTIAGO DEL ESTERO,95
363,AR,SANTIOGO DEL ESTE,1,SAN,90
364,AR,SARANDI,147,SARANDE,86
365,AR,SARANDI BUENOS A,9,SARANDI BUENOS A,77
366,AR,SARMIENTO,10,SARMIENTO,100
367,AR,SATA FE,1,SANTA FE,93
368,AR,SILVINA ALEMA,1,SILVINA ALEMA,77
369,AR,SM TUCUMAN,186,MAN,90
370,AR,SNA NICOLAS,1,SAN NICOLAS,91
371,AR,SNATA FE,1,NATA,90
372,AR,TALAR DE PACHECO,7,25 DE MAYO,86
373,AR,TEMPERLEY,177,TEMPERLEY,80
374,AR,TEMPERLEY BUENOS,11,TEMPERLEY BUENOS,75
375,AR,TIERRA DEL FUEGO,2,DEL RIO,86
376,AR,TOCUMAN,1,MAN,90
377,AR,TRELEW,14,TRELEW,100
378,AR,TRELEW CHUBUT,2,TRELEW,90
379,AR,TUCUAMAN,1,MAN,90
380,AR,TUCUMAN,3778,SAN MIGUEL DE TUCUMAN,90
381,AR,TUCUMAN SAN MIGUE,1,MAN,90
382,AR,TUCUMAN TUCUMAN,81,SAN MIGUEL DE TUCUMAN,95
383,AR,TUCUMANTUCUMAN,5,MAN,90
384,AR,TUICUMAN,1,MAN,90
385,AR,TURETO,1,TRENTO,83
386,AR,VARELA,10,VARELA,75
387,AR,VARRANQUERAS CHAO,1,TRANQUERAS,81
388,AR,VENADO TUERTO,5,VENADO TUERTO,100
389,AR,VIAMONTE,1,VILLAMONTES,84
390,AR,VICENTE LOPEZ,24,SAN VICENTE DEL CAGUAN,86
391,AR,VICENTE LOPEZ G,1,VICENTE LOPEZ G,74
392,AR,VICTORIA,1,VICTORIA,100
393,AR,VIEDMA,39,VIEDMA,100
394,AR,VILLA CARLOS PAZ,49,VILLA CARLOS PAZ,100
395,AR,VIRASORO,2,SORO,90
396,AR,YOYI HAZAMA,1,YOYI HAZAMA,69
397,AR,ZARATE,93,ZARATE,100
398,AS,FITZROYVIC,1,FITZROYVIC,60
399,AS,WOOLLOONGABBA,1,WOOLLOONGABBA,72
400,AT,1100,1,1100,0
401,AT,43 16616021,1,43 16616021,18
402,AT,6020,1,6020,14
403,AT,ANIF,11,ANIF,77
404,AT,AUSTRIA,2,ASTORIA,86
405,AT,BADEN,44,WIESBADEN,90
406,AT,BREGENZ,9,BREGENZ,100
407,AT,BRUCKMUR,1,BRUCKMUR,68
408,AT,BUENOS AIRES,1,BUENOS AIRES,100
409,AT,DONAWITZ,1,DONAWITZ,68
410,AT,EBREICHSDORF,1,EBREICHSDORF,68
411,AT,EISENSTADT,1,EISENSTADT,100
412,AT,FELDBACH,9,FELDBACH,68
413,AT,FELDKIRCH,16,FELDKIRCH,72
414,AT,FREMANTALE,1,MANTA,90
415,AT,FUERSTENFELD,1,FUERSTENFELD,73
416,AT,FUSCHL,1,FUSCHL,77
417,AT,FUSCHL AM,1,FUSCHL AM,68
418,AT,GAENSERNDORF,2,GAENSERNDORF,72
419,AT,GARZ,1,GARZON,90
420,AT,GLEISDORF,4,GLEISDORF,68
421,AT,GNADENWALD,1,WA,90
422,AT,GRAMBACH,1,GRAMBACH,77
423,AT,GRAS,5,PIEDRAS NEGRAS,90
424,AT,GRAZ,334,GRAZ,100
425,AT,GRIMMENSTEIN,2,GRIMMENSTEIN,75
426,AT,GRZA,1,GRZA,75
427,AT,GUMPOLDSKIRCHEN,1,PO,90
428,AT,GUNTRAMSDORF,1,GUNTRAMSDORF,75
429,AT,HALLEIN,5,HALLEIN,71
430,AT,INNSBRUCK,243,INNSBRUCK,100
431,AT,INNSBRUCL,1,INNSBRUCK,89
432,AT,INNSBRUK,4,INNSBRUCK,94
433,AT,INNSBURCK,6,INNSBRUCK,89
434,AT,INSSBRUCK,2,INNSBRUCK,89
435,AT,KASPERSKE HORY,1,HO,90
436,AT,KIRCHDORF,12,KIRCHDORF,72
437,AT,KITTSEE,1,KITTSEE,68
438,AT,KLAGENFURT,5,KLAGENFURT,100
439,AT,KORNEUBURG,1,KORNEUBURG,80
440,AT,KOTTINGBRUNN,1,KOTTINGBRUNN,72
441,AT,KREMS,2,KREMS,80
442,AT,KUFSTEIN,2,KUFSTEIN,71
443,AT,KUNDELTIROL,2,KUNDELTIROL,72
444,AT,KUNDL,2,KUNDL,72
445,AT,KUNDLTIROL,1,KUNDLTIROL,68
446,AT,LANGKAMPFEN,1,LANGKAMPFEN,77
447,AT,LECH,2,LECH,68
448,AT,LEITSTELLE,1,TELLER,82
449,AT,LEOPOLDSDORF,4,LEO,90
450,AT,LINZ,208,LINZ,100
451,AT,MARIBOR,1,MARIBOR,100
452,AT,MITTERSILL,2,MITTERSILL,68
453,AT,MOEDLING,1,MOEDLING,75
454,AT,NEUMARKT,1,NEUMARKT,75
455,AT,NEUMARKT AM WALLE,1,AM TIMAN,86
456,AT,OBERPULLENDORF,16,OB,90
457,AT,ORTH,2,NORTHAM,90
458,AT,ORTH  DONAU,1,ORTH  DONAU,68
459,AT,ORTHDONAU,13,ORTHDONAU,72
460,AT,PACHING,1,PACHING,80
461,AT,PASCHING,4,PASCHING,75
462,AT,PASHING,3,PASHING,77
463,AT,RANKWEIL,6,RANKWEIL,77
464,AT,RANSHOFEN,1,HOF,90
465,AT,SALZBURG,75,SALZBURG,100
466,AT,SCHLUESSELBERG,1,SCHLUESSELBERG,72
467,AT,SCHLUESSLBERG,3,SCHLUESSLBERG,73
468,AT,SCHLUSSELBERG,5,SCHLUSSELBERG,72
469,AT,SCHLUSSLBERG,14,SCHLUSSLBERG,72
470,AT,SEIBERSDORF,12,SEIBERSDORF,72
471,AT,SENFTENBERG,2,SENFTENBERG,68
472,AT,SIEBERSDORF,1,SIEBERSDORF,72
473,AT,SPITTALDRAU,2,SPITTALDRAU,77
474,AT,ST POLLEN,7,PO,90
475,AT,ST POLTEN,3,PO,90
476,AT,STEYR,8,STEYR,80
477,AT,STPOELTEN,1,PO,90
478,AT,THALHEIM BEI WELS,6,THALHEIM BEI WELS,72
479,AT,TRUMAU,3,TRUMAU,77
480,AT,UNTERBERGEN,1,BERGEN,90
481,AT,VEIT AN DER GLAN,1,AN NAJAF,86
482,AT,VIANNE,1,VIANNE,75
483,AT,VIEN,1,VIENNA,90
484,AT,VIENA,1,VIENNA,91
485,AT,VIENNA,778,VIENNA,100
486,AT,VIENNE,3,VIENNA,83
487,AT,VILLACH,4,VILLACH,77
488,AT,VOCKLABRUCK,1,VOCKLABRUCK,72
489,AT,WALS BEI SALZBURG,1,SALZBURG,90
490,AT,WEIN,32,WEINAN,90
491,AT,WELS,30,WELS,68
492,AT,WIEDENDORF,1,WIEDENDORF,72
493,AT,WIEN,511,WIENER NEUSTADT,90
494,AT,WIENA,1,WIENA,80
495,AT,WIENER NEUDORF,1,WIENER NEUDORF,76
496,AT,WIENER NEUSTADT,1,WIENER NEUSTADT,100
497,AT,WINE,1,WINE,77
498,AT,WREN,1,LAWRENCE,90
499,AT,ZELL AM SEE,1,ZELL AM SEE,68
500,AT,ZWETTL,2,ZWETTL,68
501,AT,ZWISCHENGESCHOSS,1,HO,90
502,AU,2067,4,2067,23
503,AU,3ARLINGHURST,1,3ARLINGHURST,72
504,AU,8 MILE PLAIN,1,LAI,90
505,AU,8 MILE PLAINS,1,LAI,90
506,AU,8TH MILE PLAINS,1,LAI,90
507,AU,A CORUNA,1,LA CORUNA,94
508,AU,ABERFOYLE PARK,2,ABERFOYLE PARK,68
509,AU,ACHENFLOWER,1,ACHENFLOWER,72
510,AU,ACTON,2,ACTON,80
511,AU,ADEALDIE,1,ADEALDIE,75
512,AU,ADEALIDE,37,ADELAIDE,88
513,AU,ADELAAIDE,2,ADELAIDE,94
514,AU,ADELADE,1,ADELAIDE,93
515,AU,ADELAID,1,ADELAIDE,93
516,AU,ADELAIDE,3743,ADELAIDE,100
517,AU,ADELAIDE  SA,1,ADELAIDE,90
518,AU,ADELAIDE SA,25,ADELAIDE,95
